INSTNM,INEXPFTE,ADM_RATE_ALL,MD_EARN_WNE_4YR,MEDIAN_HH_INC,FAMINC,MD_FAMINC,STUFACR,UGDS_MEN,UGDS_WOMEN
Diablo Valley College,6007.0,,58096.0,84013.31,22269.265449,16778.5,24.0,0.4796,0.5204
Dominican University of California,12532.0,0.92932862190812,77331.0,79219.91,86461.306818,65976,10.0,0.3121,0.6879
Dominican School of Philosophy & Theology,17889.0,,,,,,,,
East Los Angeles College,5971.0,,40022.0,45627.56,20518.378546,17784,29.0,0.4814,0.5186
El Camino Community College District,5327.0,,38935.0,52046,20565.713616,17500,25.0,0.4563,0.5437
Emperor's College of Traditional Oriental Medicine,2601.0,,,,,,,,
Empire College,8162.0,,42521.0,70826.06,28510.503289,20085,,,
Evergreen Valley College,8230.0,,49251.0,95655.94,19933.728092,15200.5,25.0,0.4401,0.5599
FIDM-Fashion Institute of Design & Merchandising,4594.0,0.35973154362416,40743.0,73476,70469.31348,44590,18.0,0.1752,0.8248
Feather River Community College District,5095.0,,33530.0,54939.16,31561.100642,24226,17.0,0.5164,0.4836
Federico Beauty Institute,5301.0,,21122.0,66892.53,39244.469849,25880,15.0,0.138,0.862
Fielding Graduate University,10866.0,,124048.0,,,,,,
Five Branches University,1855.0,,,83190.44,,,,,
Redondo Beach Beauty College,3675.0,,22349.0,,13852.025,11728,20.0,0.0345,0.9655
Foothill College,6717.0,,73450.0,96950.98,25560.284295,19671,23.0,0.5245,0.4755
Franciscan School of Theology,20916.0,,,,,,,,
Fredrick and Charles Beauty College,3027.0,,17662.0,43676.99,13434.196721,8791,19.0,0.1186,0.8814
Fresno City College,5173.0,,42832.0,45902.47,19872.189253,16350,23.0,0.3923,0.6077
Fresno Pacific University,5959.0,0.77862595419847,52052.0,53503.12,43645.35567,31830,11.0,0.2721,0.7279
Fuller Theological Seminary,5412.0,,,63146.45,,,,,
Fullerton College,5134.0,,,69818.36,25985.335242,20971.5,22.0,0.4565,0.5435
Gavilan College,5975.0,,42903.0,88232.31,24474.381579,20559.5,22.0,0.4599,0.5401
Gemological Institute of America-Carlsbad,25517.0,,33049.0,69146.63,30376.785714,18810.5,4.0,0.4519,0.5481
Glendale Community College,5596.0,,,52242.91,16190.790221,12372,24.0,0.4379,0.5621
Glendale Career College,8508.0,,38046.0,58741.77,27558.534261,20380,8.0,0.2033,0.7967
Golden Gate University,7963.0,,97529.0,77146.23,45571.152047,38994,15.0,0.7216,0.2784
Golden West College,2828.0,,35804.0,69921.87,21687.076429,17597,26.0,0.4267,0.5733
Graduate Theological Union,12766.0,,,,,,,,
Grossmont College,5180.0,,42069.0,60424.37,20290.575325,14883,21.0,0.3956,0.6044
Salon Success Academy-Riverside,1143.0,,13459.0,54015.45,20494.778761,15029,15.0,0.2328,0.7672
Hartnell College,5469.0,,40552.0,60638.76,27370.80626,24413,24.0,0.486,0.514
Harvey Mudd College,31554.0,0.09985222714798,117259.0,82806.61,123783.52451,104805.5,9.0,0.5028,0.4972
Hilltop Beauty School,1282.0,,20951.0,80406.55,23845.585366,18040,15.0,0.1515,0.8485
Holy Names University,10438.0,0.95305832147937,68046.0,72379.02,57645.359477,42253.5,9.0,0.3361,0.6639
Pacifica Graduate Institute,10998.0,,,,,,,,
California State Polytechnic University-Humboldt,10610.0,0.91458719520889,40527.0,57400.36,42794.679512,26596,16.0,0.4162,0.5838
Humphreys University-Stockton and Modesto Campuses,7179.0,,37168.0,54713.65,26585.990506,17484,7.0,0.2234,0.7766
Imperial Valley College,5691.0,,31639.0,45460.45,20764.633228,17104,32.0,0.4199,0.5801
Institute for Business and Technology,3119.0,,38765.0,79769.21,26872.428653,19945,41.0,0.7287,0.2713
Interior Designers Institute,5647.0,,35232.0,86856.37,59331.455696,30429,10.0,0.0091,0.9909
International School of Cosmetology,3250.0,,21352.0,55526.18,33485.48172,19621,12.0,0.1772,0.8228
Irvine Valley College,5238.0,,39328.0,90599.45,23692.240525,18620.5,27.0,0.5155,0.4845
Bellus Academy-El Cajon,2973.0,,15994.0,61697.56,36927.867925,24094,23.0,0.031,0.969
American Jewish University,18137.0,,36445.0,80280.56,39505.166667,13489,2.0,0.0909,0.9091
Reedley College,5665.0,,35482.0,48285.35,23737.739485,21000,19.0,0.4369,0.5631
Life Pacific University,5330.0,0.93965517241379,34569.0,65850.07,54545.357827,39700,10.0,0.4535,0.5465
University of La Verne,9461.0,0.71942446043165,55571.0,67082.29,50727.653469,35393.5,13.0,0.3966,0.6034
Laguna College of Art and Design,11262.0,0.83304647160068,42866.0,84064.41,74378.21256,57057,8.0,0.2639,0.7361
Lake Tahoe Community College,5175.0,,34980.0,59529.05,19277.485261,13517,15.0,0.6262,0.3738
Lancaster Beauty School,5039.0,,12600.0,60655.46,29058.125561,15314,15.0,0.2195,0.7805
Laney College,5786.0,,44051.0,55378.74,14198.415094,10623.5,22.0,0.4771,0.5229
Lassen Community College,6219.0,,36919.0,52031.91,27678.203655,17498,14.0,0.7658,0.2342
Latin American Bible Institute,6318.0,0.36231884057971,,,,,8.0,0.449,0.551
Life Chiropractic College West,14690.0,,,,,,,,
Lincoln University,4082.0,,,76284.11,12850.176471,11104,16.0,0.7798,0.2202
Southern California Seminary,6010.0,,,61547.27,28258.740741,10834,9.0,0.6522,0.3478
La Sierra University,9623.0,0.6606749816581,47931.0,63313.83,61767.995825,39628,16.0,0.4134,0.5866
Loma Linda University,29099.0,,87464.0,65234.5,51357.700813,28486,3.0,0.2633,0.7367
Long Beach City College,4748.0,,42318.0,49822.89,20646.168397,16391,27.0,0.4298,0.5702
Southern California University of Health Sciences,8199.0,,42159.0,,32226.662162,21545,14.0,0.1692,0.8308
Los Angeles Harbor College,7302.0,,37131.0,56485.83,21604.464609,18624,25.0,0.3933,0.6067
Los Angeles Pierce College,6959.0,,38544.0,66216.74,19774.727402,15511,24.0,0.4305,0.5695
Los Angeles Southwest College,10416.0,,36010.0,41715.77,15267.055127,11780,20.0,0.3021,0.6979
Los Angeles Trade Technical College,9851.0,,34791.0,39814.92,14969.89179,12342,20.0,0.5354,0.4646
Los Angeles Valley College,6434.0,,39765.0,52264.96,18296.537965,14713,21.0,0.4139,0.5861
The Master's University and Seminary,8686.0,0.6698024459078,46938.0,71662.94,78115.389831,62835.5,14.0,0.5224,0.4776
Los Angeles City College,7365.0,,38727.0,39896.23,15410.669325,12348,25.0,0.4224,0.5776
Los Angeles County College of Nursing and Allied Health,51110.0,,102687.0,60647.78,29261.807407,19204,7.0,0.2944,0.7056
Los Angeles Mission College,7498.0,,35399.0,61272.27,21278.187042,18073,25.0,0.3841,0.6159
Los Medanos College,6985.0,,42831.0,77347.81,21426.447455,16223,22.0,0.4236,0.5764
Loyola Marymount University,16516.0,0.45823050669467,63128.0,78631.93,106641.77485,69000,11.0,0.4642,0.5358
Lu Ross Academy,2893.0,,21667.0,,31514.19869,20585.5,20.0,0.1985,0.8015
Lyle's College of Beauty,4018.0,,17799.0,50616.27,21688.873494,14595,14.0,0.0215,0.9785
Lyle's College of  Beauty,2087.0,,17799.0,50616.27,21688.873494,14595,9.0,0.0388,0.9612
Lytles Redwood Empire Beauty College,38481.0,,18547.0,71316.11,42811.236111,24423,7.0,0.0526,0.9474
MTI College,3369.0,0.95813953488372,36035.0,60451.28,30987.224599,19868,20.0,0.2273,0.7727
College of Marin,12003.0,,52706.0,90616.76,19565.227097,15491,15.0,0.4023,0.5977
Marymount California University,7485.0,,44701.0,73970.25,62380.901376,38783.5,16.0,0.4786,0.5214
Mendocino College,8199.0,,42276.0,48147.75,21085.897523,16089,13.0,0.2933,0.7067
Menlo College,7431.0,0.69775070290534,72070.0,80580.15,68501.056962,49601,14.0,0.5437,0.4563
Merced College,5438.0,,34828.0,47624.54,21739.059423,18008,23.0,0.3894,0.6106
Merritt College,3972.0,,45402.0,61361.43,17370.399877,13204,26.0,0.3278,0.6722
Mills College at Northeastern University,20027.0,0.79811097992916,50063.0,71756.45,52345.545872,33773,8.0,0.0046,0.9954
MiraCosta College,4668.0,,38408.0,68755.94,22970.439157,19811,18.0,0.3975,0.6025
Mission College,10156.0,,54877.0,99181.44,20263.556347,15691,16.0,0.4392,0.5608
Modern Beauty Academy,1637.0,,12283.0,67587.31,23967.25,23985,15.0,0.4074,0.5926
Modesto Junior College,4686.0,,46231.0,55479.1,20730.624505,16410,25.0,0.3764,0.6236
Moler Barber College,2216.0,,24798.0,65498.07,15312.448029,4800,18.0,0.578,0.422
Middlebury Institute of International Studies at Monterey,14145.0,0.13447001511842,64971.0,77169.17,94718.951763,57882,1.0,0.6923,0.3077
Monterey Peninsula College,5845.0,,47108.0,64818.88,24803.080112,20553,21.0,0.4481,0.5519
Moorpark College,3913.0,,42976.0,91829.73,26032.825312,20700,28.0,0.457,0.543
Mt San Antonio College,7146.0,,44098.0,67359.43,22654.517653,19497,21.0,0.4589,0.5411
Mount Saint Mary's University,12176.0,0.90116959064327,64821.0,59943.9,50278.626765,35520,13.0,0.0632,0.9368
Mt San Jacinto Community College District,4254.0,,35015.0,55467.11,21844.030889,17826,25.0,0.4003,0.5997
Musicians Institute,6127.0,0.78571428571428,,65487.96,46258.947284,23802.5,5.0,0.7258,0.2742
Napa Valley College,4482.0,,49148.0,72166.28,26389.566256,22230,15.0,0.4014,0.5986
National Holistic Institute,3468.0,,22511.0,77163.83,27587.92145,15296.5,10.0,0.2415,0.7585
National University,4088.0,0.54545454545454,66227.0,64760.95,42447.176471,31188,16.0,0.4821,0.5179
Naval Postgraduate School,,,,,,,,,
Newschool of Architecture and Design,4970.0,0.6084656084656,60381.0,67862.5,36405.476821,19871,8.0,0.588,0.412
North Adrian's College of Beauty Inc,7909.0,,15972.0,56290.31,18397.604743,5071,44.0,0.0633,0.9367
North-West College-Pomona,3416.0,,32421.0,64099.35,26673.239943,17691,8.0,0.0947,0.9053
North-West College-West Covina,3265.0,,29969.0,59960.46,23805.864,17561.5,17.0,0.1198,0.8802
North-West College-Van Nuys,4420.0,,31939.0,59924.15,23325.349091,18377,12.0,0.1404,0.8596
San Francisco Bay University,35898.0,0.01424082103504,,,,,2.0,0.5,0.5
Notre Dame de Namur University,15394.0,,61357.0,89560.16,55905.236295,39259,,0.0,0.0
Occidental College,19987.0,0.3824480369515,56725.0,75275.66,104313.01232,76004,9.0,0.4211,0.5789
Ohlone College,4553.0,,106826.0,97834.69,23079.655771,19455,24.0,0.4916,0.5084
Orange Coast College,2901.0,,38450.0,74581.4,22636.472727,17827.5,26.0,0.4835,0.5165
Otis College of Art and Design,17567.0,0.79816112084063,50635.0,73811.67,61810.607784,37380,9.0,0.3031,0.6969
Oxnard College,4492.0,,36943.0,66361.87,24499.801609,22231,26.0,0.4465,0.5535
Hope International University,4783.0,0.3997233748271,44093.0,71774.01,57247.236893,40565,13.0,0.4443,0.5557
Concorde Career College-San Diego,7186.0,0.98785425101214,35105.0,55644.1,27243.819249,18600.5,25.0,0.2163,0.7837
Palo Alto University,17191.0,,69746.0,,27964.925,18766.5,12.0,0.2188,0.7813
Pacific Oaks College,6746.0,0.13043478260869,44521.0,60596.02,32066.5,24828.5,5.0,0.0898,0.9102
Pacific School of Religion,25289.0,,,,,,,,
Pacific States University,3719.0,,,,,,3.0,0.0,1.0
Pacific Union College,16158.0,0.57730263157894,59086.0,69255.78,72387.065327,55384,12.0,0.3742,0.6258
University of the Pacific,19278.0,0.79304650949454,67245.0,72621.06,67087.360555,44821.5,13.0,0.4745,0.5255
Palo Verde College,7662.0,,,41306.94,19481.757447,14998,25.0,0.8918,0.1082
Palomar College,4885.0,,39531.0,68227.14,23755.382242,21290,22.0,0.5148,0.4852
Pasadena City College,5142.0,,40191.0,56187.56,21879.928063,18768,21.0,0.4544,0.5456
Pepperdine University,10791.0,0.52711935892028,67867.0,79068.51,102190.45796,69305,13.0,0.4234,0.5766
Pitzer College,26664.0,0.18307943416757,47997.0,75882.08,93983.416667,71480.5,12.0,0.4135,0.5865
Platt College-San Diego,6162.0,,35149.0,65513.48,32943.178862,22325,12.0,0.7188,0.2813
Point Loma Nazarene University,8557.0,0.83660130718954,55749.0,71269.62,85372.527138,59409,15.0,0.3429,0.6571
Pomona College,40275.0,0.06635111876075,55809.0,76544.99,67046.898113,42689,7.0,0.4545,0.5455
Porterville College,5033.0,,32170.0,42464.62,21135.678049,18303,21.0,0.3578,0.6422
Professional Institute of Beauty,291.0,,22772.0,54853.89,20404.25,17769,20.0,0.0365,0.9635
Santa Ana College,5087.0,,41026.0,69027.49,25050.129175,22576,30.0,0.5997,0.4003
Pardee RAND Graduate School,6354.0,,,,,,,,
Shasta School of Cosmetology,1881.0,,18677.0,,22013.914634,19727.5,23.0,0.1293,0.8707
University of Redlands,10203.0,0.82968499733048,60467.0,68599.2,80247.423205,57353,11.0,0.4083,0.5917
College of the Redwoods,7013.0,,36637.0,43785.57,19056.048841,12590,14.0,0.4659,0.5341
Salon Success Academy-Upland,4062.0,,18860.0,66495.47,26440.926056,14535.5,15.0,0.0773,0.9227
Salon Success Academy-Corona,2022.0,,17321.0,67816.79,22005.091549,14969.5,15.0,0.016,0.984
Rio Hondo College,6613.0,,37807.0,57521.57,22483.635596,19375.5,26.0,0.5617,0.4383
Riverside City College,5061.0,,39888.0,62818.87,23007.098561,19199.5,23.0,0.3977,0.6023
Dongguk University Los Angeles,2574.0,,,56418.52,,,15.0,0.0,1.0
Sacramento City College,5519.0,,44088.0,55083.56,18932.051882,14424,25.0,0.385,0.615
Saddleback College,5192.0,,44394.0,93728.38,24668.344554,19305,25.0,0.4426,0.5574
Samuel Merritt University,22037.0,,133678.0,83323.75,52788.881508,30597,7.0,0.2068,0.7932
San Diego City College,4983.0,,37199.0,50659.01,18244.115667,15000,22.0,0.4316,0.5684
San Diego Mesa College,4308.0,,38433.0,61989.59,22328.592257,18693,24.0,0.4371,0.5629
San Diego Miramar College,4985.0,,43763.0,82971.08,21657.259728,18435,27.0,0.5409,0.4591
San Diego State University,7190.0,0.3790422701744,55813.0,68953.33,53802.048469,32530,26.0,0.4312,0.5688
University of San Diego,16595.0,0.52701382102471,70606.0,79883.39,102808.60546,70085,13.0,0.4385,0.5615
San Francisco Art Institute,49782.0,,22598.0,72969.6,63636.275641,37402.5,4.0,0.4615,0.5385
San Francisco Conservatory of Music,30654.0,0.46445497630331,21751.0,74879.37,69823.559322,49656,3.0,0.5921,0.4079
San Francisco State University,8087.0,0.92915001620045,58291.0,77495.51,43129.310947,27895.5,20.0,0.4464,0.5536
University of San Francisco,16235.0,0.70923475773288,74615.0,82472.56,84137.191877,57928,13.0,0.3547,0.6453
San Joaquin College of Law,7645.0,,,,,,,,
San Joaquin Delta College,4537.0,,43313.0,54829.78,21656.588235,16969.5,35.0,0.404,0.596
San Joaquin Valley College-Visalia,3642.0,,33652.0,51804.36,23816.692543,15708,26.0,0.2608,0.7392
San Joaquin Valley College-Bakersfield,3802.0,,33652.0,51804.36,23816.692543,15708,20.0,0.283,0.717
William Jessup University,5996.0,0.77777777777777,46037.0,76498.11,61288.308682,47787.5,13.0,0.4218,0.5782
San Jose City College,11095.0,,43080.0,87980.17,19333.571503,15562,22.0,0.4031,0.5969
San Jose State University,7427.0,0.84366479419204,69607.0,88589.14,44094.13783,29408,24.0,0.5111,0.4889
College of San Mateo,7031.0,,54315.0,91605.26,24121.090979,20282.5,18.0,0.4932,0.5068
Santa Barbara Business College-Bakersfield,12012.0,,34215.0,46373.44,23562.453333,17012.5,9.0,0.2222,0.7778
Santa Barbara City College,10717.0,,45801.0,70571.13,34464.185694,22909.5,34.0,0.4233,0.5767
Santa Clara University,18293.0,0.53982668566001,88962.0,93581.09,132762.89617,97113.5,11.0,0.5268,0.4732
Santa Monica College,8213.0,,35848.0,54172.25,21038.427299,16926,27.0,0.4318,0.5682
Santa Rosa Junior College,10143.0,,54187.0,70588.82,23569.839251,19251.5,17.0,0.4344,0.5656
Saybrook University,11555.0,,,,,,,,
Scripps College,24452.0,0.29539295392953,60312.0,79153.99,115442.05464,78713,10.0,0.0,1.0
College of the Sequoias,5872.0,,37495.0,48941.89,21939.529998,19124,27.0,0.408,0.592
Shasta Bible College and Graduate School,2963.0,1.0,,54363.26,26242.863636,12253.5,3.0,0.5517,0.4483
Shasta College,5369.0,,74323.0,46241.34,18761.249219,13661,23.0,0.355,0.645
Sierra College,4346.0,,,69725.32,22978.911641,17349,23.0,0.4411,0.5589
Sierra College of Beauty,1765.0,,18794.0,47268.03,15421.242604,10182,13.0,0.0902,0.9098
Trinity Law School,7766.0,0.9142091152815,45762.0,72368.27,57731.865613,38553,,,
Simpson University,11618.0,0.66946484784889,47695.0,55586.54,50027.784173,34919.5,13.0,0.4273,0.5727
College of the Siskiyous,10745.0,,48027.0,45814.86,28149.219753,18709.5,16.0,0.5186,0.4814
Charles A Jones Career and Education Center,4973.0,,34137.0,52290.25,24473.039501,14942,12.0,0.3067,0.6933
Skyline College,6331.0,,51823.0,83628.34,23406.839846,19469,22.0,0.4522,0.5478
San Bernardino Valley College,5882.0,,35998.0,49143.25,20543.827032,16948,19.0,0.382,0.618
Saint Mary's College of California,13122.0,0.70082316207777,65337.0,84232.87,97154.224551,72847,9.0,0.4192,0.5808
Solano Community College,8923.0,,44076.0,72436.64,23620.558418,19386,24.0,0.4189,0.5811
Sonoma State University,8595.0,0.93734666918286,56122.0,75511.05,61154.264099,40508,20.0,0.3788,0.6212
South Baylo University,2840.0,,,75211.25,25177.652174,16400,,,
South Coast College,2276.0,,36262.0,76739.27,36722.037838,25000,15.0,0.0699,0.9301
Vanguard University of Southern California,7817.0,0.69009256085018,48853.0,75891.29,60122.844231,42880,17.0,0.3154,0.6846
Concorde Career College-Garden Grove,9241.0,0.97885835095137,38722.0,67835.8,31645.746612,19948,17.0,0.2861,0.7139
Southwestern College,5779.0,,33313.0,56148.58,22355.053329,19399.5,22.0,0.4418,0.5582
Starr King School for the Ministry,9807.0,,,,,,,,
Marshall B Ketchum University,29978.0,,,71601.32,,,,,
Southern California Institute of Architecture,16482.0,0.64858490566037,63321.0,66525.34,38699.322581,27841,15.0,0.6032,0.3968
University of Southern California,58475.0,0.12507215159578,77241.0,76787.41,80335.79216,45149,9.0,0.4837,0.5163
Southwestern Law School,16285.0,,94411.0,74660.77,34549.636364,8190,,,
Taft College,9331.0,,32691.0,48523.11,24374.844637,21203,23.0,0.5315,0.4685
Claremont School of Theology,15743.0,,,65095.83,,,,,
Thomas Aquinas College,14117.0,0.83141762452107,40972.0,67656.24,109936.84868,97358.5,11.0,0.497,0.503
Epic Bible College & Graduate School,4814.0,,,63747.56,24377.201681,19850,10.0,0.5227,0.4773
UEI College-Huntington Park,2236.0,,27832.0,52269.41,16281.634572,10993.5,25.0,0.3827,0.6173
Concorde Career College-San Bernardino,8994.0,0.99067599067599,31940.0,56088.13,27039.399596,17215,22.0,0.2164,0.7836
Concorde Career College-North Hollywood,8281.0,0.98076923076923,40787.0,57738.74,27751.57524,17874,25.0,0.3081,0.6919
Ventura College,4409.0,,38471.0,68802.22,26174.163259,22347.5,24.0,0.4143,0.5857
The Colleges of Law at Ventura,2710.0,,,,,,,,
Bridges Beauty College,2111.0,,,53797.75,28376.038462,16425.5,20.0,0.1489,0.8511
Victor Valley College,5989.0,,37853.0,53361.42,19019.921643,14660.5,28.0,0.3546,0.6454
Berkeley City College,4064.0,,46231.0,59392.46,19430.411111,13864.5,24.0,0.4168,0.5832
Walden University,2955.0,,70460.0,62475.08,42119.888232,29737.5,14.0,0.1596,0.8404
Waynes College of Beauty,3367.0,,,,18850.864865,15892,15.0,0.2182,0.7818
West Hills College-Coalinga,5259.0,,34163.0,47860.87,25918.437963,21911,25.0,0.4937,0.5063
West Los Angeles College,6422.0,,41568.0,50356.18,17533.786055,14188,24.0,0.391,0.609
West Valley College,10492.0,,51127.0,100636.77,22504.062827,17593.5,17.0,0.4418,0.5582
Carrington College-Sacramento,4944.0,,37132.0,66236.49,28706.260353,18013,24.0,0.0915,0.9085
Westminster Theological Seminary in California,10542.0,,,,,,,,
Westmont College,16996.0,0.78967576791808,51556.0,78788.61,111168.98994,87651,10.0,0.395,0.605
Whittier College,13575.0,0.82489597780859,49231.0,73825.46,81480.194737,64984,11.0,0.4375,0.5625
Woodbury University,17485.0,0.63041982105987,55764.0,60713.37,50310.113757,32542.5,8.0,0.4781,0.5219
The Wright Institute,14841.0,,,86829.58,,,,,
Thomas Jefferson School of Law,8697.0,,,71238.54,,,,,
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,21715.0,0.6860465116279,23899.0,66838.2,42193.21519,40088,18.0,1.0,0.0
Yuba College,5733.0,,39906.0,49031.64,21932.81969,18503.5,22.0,0.3636,0.6364
The Salon Professional Academy-Grand Junction,2041.0,,26607.0,49675.43,51252.52,38958,15.0,0.0189,0.9811
Adams State University,8530.0,0.99825276645311,42261.0,50726.71,48770.020087,31933,11.0,0.564,0.436
